پ,Eng Name,Ar Name
327,`Abd Allāh b. `Uthmān b. Mu`ādh b. `Alī,عبد الله بن عثمان بن معاذ بن علي
328,`Abd Allāh b. `Uthmān b. Salīma al-Yūnusī,عبد الله بن عثمان بن سليمة اليونسي
329,`Abd Allāh b. Abal,عبد الله بن ابل
330,`Abd Allāh b. Abī al-Khiṣāl,عبد الله ابن أبي الخصال
331,`Abd Allāh b. Abī Bakr al-Ghadāmisī,عبد الله بن أبي بكر الغدامسي
333,Sīdī `Abd Allāh b. Abī Bakr at-Tinwājīwī,سيدي عبد الله بن أبي بكر التنواجيوي
334,`Abd Allāh b. Abī Bakr b. `Alī al-Idayllbī,عبد الله بن أبي بكر بن علي الإيديلبي
335,`Abd Allāh b. Abī Bakr Jirāb al-`Ilm,عبد الله بن أبي بكر جراب العلم
336,Sīdī `Abd Allāh b. Sīdī Bubakr al-Massūmī,سيدي عبد الله بن سيدي ببكر المسومي
338,`Abd Allāh b. Abī Bakr al-Shuqrāṭisī,عبد الله بن أبي بكر الشقراطسي
339,`Abd Allāh b. Aḥmad Abī Tāj,عبد الله بن أحمد أبو تاج
340,`Abd Allāh b. Aḥmad Ādama,عبد الله بن أحمد آدم
341,`Abd Allāh b. Aḥmad al-Sūqī,عبد الله بن أحمد السوقي
342,`Abd Allāh b. Aḥmad b. al-Ḥājj Abī Bakr b. Hādīyyat Allāh,عبد الله بن أحمد بن الحاج أبو بكر بن هدية الله
344,`Abd Allāh b. Aḥmad b. Maḥmūd al-Nasafī,عبد الله بن أحمد بن محمود النسفي
345,`Abd Allāh b. Aḥmad Muḥammad al-Rakīl,عبد الله بن أحمد محمد الركيل
346,`Abd Allāh b. Aḥmad Zaydān al-Jakanī,عبد الله بن أحمد زيدان الجكني
347,`Abd Allāh b. al-Bakkā`ī b. Kināna b. al-Mukhtar al-Kuntī,عبد الله بن البكائي بن كنان الكنتي
348,`Abd Allāh b. al-Faqīh Ibrāhīm b. Bāba,عبد الله بن الفقيه إبراهيم بن باب
349,`Abd Allāh b. al-Ḥājj Abī Bakr,عبد الله بن الحاج أبي بكر
350,`Abd Allāh b. al-Ḥājj al-Ḥasan,عبد الله بن الحاخ حسن
352,`Abd Allāh b. al-Ḥājj b. Muḥammad al-Rafīf,عبد الله بن الحاج محمد الرفيف
354,`Abd Allāh b. al-Ḥasan al-Zaghawī,عبد الله الحسن الزغوي
356,`Abd Allāh b. al-Ḥasan b. al-Jalāb al-Baṣrī,عبد الله بن الحسن بن الجلاب البصري
357,`Abd Allāh b. al-Ḥusayn al-`Ukbarī,عبد الله بن الحسين العكبري
361,`Abd Allāh b. al-Muṣṭafa al-Fulānī al-Tīnbuktī,عبد الله بن المصطفي الفلاني التنبكتي
362,`Abd Allāh b. al-Qāsim b. Muḥammad al-Tha`ālibī,عبد الله بن القاسم بن محمد الثعالبي
363,`Abd Allāh b. al-Ṣādiq b. Muḥammad al-Mukhtār al-Inkundarī,عبد الله بن الصادق بن محمد المختار الإنكندري
365,`Abd Allāh b. al-Salām,عبد الله بن السلام
366,`Abd Allāh b. al-Ṣāliḥ,عبد الله بن الصالح
367,`Abd Allāh b. al-Shaykh b. al-Ḥājj Muḥammad b. 'Āddā,عبد الله بن الشيخ بن الحاج محمد بن آدا
368,`Abd Allāh b. al-Shaykh Mawlūd,عبد الله بن الشيخ مولود
369,`Abd Allāh b. al-Tājūrī,عبد الله بن التاجوري
371,`Abd Allāh b. Alfā `Umar,عبد الله بن ألفا عمر
372,`Abd Allāh b. As`ad b. `Alī al-Yāfi`ī,عبد الله بن اسعد بن علي اليافعي
373,`Abd Allāh b. Aybīh al-Būmayjī ad-Daymānī,عبد الله بن أيبيه البوميجي الديماني
374,`Abd Allāh b. Bāba b. Sīdi Muḥammad al-Abyayrī al-Intishā'ī,عبد الله بن باب بن سيد محمد الإنتشائي
375,`Abd Allāh b. Billīlī b. al-Muslim b. Aḥmad b. Ḥabīb Allāh [Ḥabībaḷḷā] al-Idagfūdī at-Tandaghī,عبد الله بن بليلي بن المسلم بن أحمد بن حبيب الله الإدگفودي التندغي
377,`Abd Allāh b. Faḍl Allāh al-Khabayṣī,عبد الله بن فضل الله الخبيصي‏ ‬
378,`Abd Allāh b. Ḥasūn,عبد الله بن حسون
379,`Abd Allāh b. Ḥijāzī al-Khulwatī al-Sharqāwī al-Miṣrī,عبد الله بن حجازي الخلوتي الشرقاوي المصري
380,`Abd Allāh b. Ibrāhīm b. `Alī al-Thumalī,عبد الله بن إبراهيم بن علي الثملي
381,`Abd Allāh b. Ibrāhīm b. Nūḥ,عبد الله بن إبراهيم بن نوح
382,`Abd Allāh b. Ibrāhīm Mīr`anī (sic),عبد الله بن إبراهيم ميرعني (آه)
383,`Abd Allāh b. Jam`al b. Ḥamma Muḥammad b. Bilāl,عبد الله بن جمعل بن حم محمد بن بلال
384,`Abd Allāh b. Khālid,عبد الله بن خالد
385,`Abd Allāh b. Khalīfa,عبد الله بن خليفة
386,`Abd Allāh b. Maḥanḍ Aḥmad b. Fatī al-Ḥasanī,عبد الله بن محنض أحمد بن فتي الحسني
387,`Abd Allāh b. Maḥmūd,عبد الله بن محمود
388,`Abd Allāh b. Maḥmud b. Muḥammad al-Maḥbūbī, عبد الله بن محمود بن محمد المحبوبي
389,`Abd Allāh b. Mas`ūd,عبد الله بن مسعود
391,`Abd Allāh b. Muḥammad,عبد الله بن محمد‏ ‬‏
393,`Abd Allāh b. Muḥammad al-`Ayyāshī,عبد الله بن محمد العياشي
395,`Abd Allāh b. Muḥammad al-Amīn b. Fāl al-Tandaghī,عبد الله بن محمد الأمين بن فال التندغي
396,`Abd Allāh b. Muḥammad al-Amīn b. Fāl b. Sīdi al-Wāfī,عبد الله بن محمد الأمين بن فال بن سيد الوافي
397,`Abd Allāh b. Muḥammad al-Ḥabṭī,عبد الله بن محمد الحبطي
398,`Abd Allāh b. Muḥammad al-Jadhāmī,عبد الله بن محمد الجذامي‏ ‬
399,`Abd Allāh b. Muḥammad al-Kabīr al-`Umarī,عبد الله بن محمد الكبير العمري
400,`Abd Allāh b. Muḥammad al-Kanawī,عبد الله بن محمد الكنوي
401,`Abd Allāh b. Muḥammad b. Muḥammad Sālim al-Majlisī,عبد الله بن محمد بن محمد سالم المجلسي
404,ash-Shaykh Muḥammad al-Māmī [al-Ṃāṃī] b. al-Bukhārī al-Bārikī,الشيخ محمد المامي بن البخاري الباركي
405,`Abd Allāh b. Muḥammad al-Qarāfī,عبد الله بن محمد القرافي‏ ‬
406,Sīdī `Abd Allāh b. al-Ḥāj Muḥammad ar-Rgayyig al-`Allūshī,سيدي عبد الله بن الحاج محمد الملقب الرگييگ العلوشي
407,`Abd Allāh b. Muḥammad ash-Shamshawī,عبد الله بن محمد الشمشوي
408,`Abd Allāh b. Muḥammad al-Shinqīṭī,عبد الله بن محمد الشنقيطي
410,`Abd Allāh b. Muḥammad al-Zaghāwī,عبد الله بن محمد الزاغوي
411,`Abd Allāh b. Muḥammad b. `Abd al-Barr,عبد الله بن محمد بن عبد البر
412,`Abd Allāh b. Muḥammad b. `Abd al-Raḥmān b. `Umar al-Amwai,عبد الله بن محمد بن عبد الرحمان بن عمر الأموي
413,`Abd Allāh b. Muḥammad b. `Abd Allāh b. Shams al-Dīn al-Lamtūnī,عبد الله بن محمد بن عبد الله بن شمس الدين اللمتوني
414,`Abd Allāh b. Muḥammad b. `Alī al-Harawī,عبد الله بن محمد بن علي الهروي
415,`Abd Allāh b. Muḥammad b. Aḥmad Sālik,عبد الله بن محمد بن أحمد السالك
417,`Abd Allāh b. Muḥammad b. al-Qāḍī al-`Alawī,عبد الله بن محمد بن القاضي العلوي
418,`Abd Allāh b. Muḥammad b. Āmir al-Shubrāwī,عبد الله بن محمد بن عامر الشبراوي
419,`Abd Allāh b. Muḥammad b. Fāl,عبد الله بن محمد بن فال
420,`Abd Allāh b. Muḥammad b. Halāl b.`Abd al-Wāḥid al-Sa`dī,عبد الله محمد بن هلال بن عبد الواحد السعدي‏
421,`Abd Allāh b. Muḥammad b. Mas`ūd,عبد الله بن محمد بن مسعود
422,`Abd Allāh b. Muḥammad b. Shās al-Judhāmī al-Miṣrī,عبد الله بن محمد بن شاس الجذامي المصري
423,`Abd Allāh b. Muḥammad b. Sīdi al-Mukhtār b. Sidiyya al-Abyayrī al-Intishā'ī,عبد الله بن محمد بن سيد المختار بن سيديا الإنتشائي
424,`Abd Allāh b. Muḥammad b. Yūsuf al-Dimashqī,عبد الله بن محمد بن يوسف الدمشقي
426,`Abd Allāh b. Muḥammad Fūdī b. `Uthmān,عبد الله بن محمد فودي بن عثمان
429,`Abd Allāh b. Muḥammad Ḥanka,عبد الله بن محمد حنك
430,`Abd Allāh b. Muḥammad Sukī, عبد الله بن محمد سكى
431,`Abd Allāh b. Muḥammadhan b. Maḥmūdan al-Ḥasanī,عبد الله بن محمذن بن محمودن الحسني
432,`Abd Allāh b. Muḥummadhun b. al-Mukhtār Nnā al-Ḥājī,عبد الله بن محمذن بن المختار إنا الحاجي
433,`Abd Allāh b. Muslim Dīnawarī,عبد الله بن مسلم الدينوري
435,`Abd Allāh b. Sa`īd al-Azdī al-Andalusī,عبد الله بن سعيد الأزدي‏ ‬الأندلسي‏
437,`Abd Allāh b. Sāfir al-Akhḍarī,عبد الله بن سافر الأخضري
438,`Abd Allāh b. Salāma,عبد الله بن سلامة
439,`Abd Allāh b. Salīma b. Muḥammad,عبد الله بن سليمة بن محمد
440,`Abd Allāh b. Sarāt,عبد الله بن سرات
441,`Abd Allāh b. Sayāma Muḥammad b. Muḥammad b. Anbūja (?),عبد الله بن سيامة محمد بن محمد بن أنبوجة (؟)
442,`Abd Allāh b. Shaddād al-Laythī,عبد الله بن شداد الليثي
443,`Abd Allāh b. Sīdi Aḥmad al-Jakanī,عبد الله بن سيد أحمد الجكني
444,`Abd Allāh b. al-Mrābiṭ [Limrābiṭ] Sīdī Maḥmūd al-Ḥājī,عبد الله بن المرابط سيدي محمود الحاجي
446,`Abd Allāh b. Sīdi Mawlūd,عبد الله بن سيدي مولود
447,`Abd Allāh b. Sīdi Muḥammad b. Dāddāh al-Intishā'ī al-Abyayrī,عبد الله بن سيدي محمد بن داداه الإنتِشائي الإبييري
448,`Abd Allāh b. Sīdi Muḥammad b. Muḥammad al-Ṣaghīr,عبد الله بن سيد محمد بن محمد الصغير
450,`Abd Allāh (Gillāh) b. Ṣullāḥī al-Buḥubbaynī at-Tandaghī,عبد الله (الملقب گلاه) بن صلاحي البوحبيني التندغي
451,`Abd Allāh b. Ya`qūb al-Simlālī,عبد الله بن يعقوب السملالي
457,`Abd Allāh b. Yūsuf b. Hishām al-Ma`āfirī al-Anṣārī,عبد الله بن يوسف بن هشام المعافري الأنصاري
458,`Abd Allāh b. Zikr b.Yūsuf al-Iskandarī,عبد الله بن زكر بن يوسف الإسكندري
459,`Abd Allāh Bāba b.Yūsuf al-Wa`karī,عبد الله بابا بن يوسف الوعكري
460,`Abd Allāh Bayaru Samba b. Samba Kulwa,عبد الله باير ثنب بن ثنب كلوء
461,`Abd Allāh Dānyāl b. Muḥammad b. Aḥmad,عبد الله دانيال بن محمد بن أحمد
462,`Abd Allāh Dighirāwī (sic),عبد الله دغراوي (آه)
463,`Abd Allāh Ḍiyā' al-Dīn al-Khazrajī,عبد الله ضياء الدين الخزرجي
464,`Abd Allāh ibn `Abbās,عبد الله ابن عباس
465,`Abd Allāh Jibril b. Muḥammad Bello b. `Uthmān al-Fallātī,عبد الله جبريل بن محمد بلو بن عثمان الفلاتي
466,`Abd Allāh Jīrī,عبد الله جيري
467,`Abd Allāh Listandrū ?,عبد الله لستندرو (؟)
468,`Abd Allāh Muḥammad b. `Abd al-Ghaffār al-Qusṭanṭīnī (Qusnaṭīnī ?),عبد الله محمد بن عبد الغفار القسطنطيني (قسنطيني?)
469,`Abd Allāh Muḥammad b. al-Ḥājj,عبد الله محمد بن الحاج
470,`Abd Allāh Muḥammad b. Shu`ayb,عبد الله محمد بن شعيب
471,`Abd Allāh Muḥammad b. Sīdi,عبد الله محمد بن سيد
472,`Abd Allāh Muḥammad b. Yūnis b. Ismā`īl,عبد لله محمد بن يونس بن إسماعيل
473,`Abd Allāh Mūlay `Abd al-Karīm b. Mūlay `Abd al-Raḥmān,عبد الله مولاي عبد الكريم بن مولاي عبد الرحمان
474,`Abd Allāh Mūsa,عبد الله موسي
475,`Abd Allāh Qāḍī of Gonja,عبد الله قاضي غنجا
476,`Abd Allāh Sājū,عبد الله ساجو
477,`Abd Allāh Sīssī  (Cissé),عبد الله سيسى
479,`Abd Allāh Thiqa b. Muḥammad b. Sālim al-Fulānī al-Ba`āwī,عبد الله ثقة بن محمد بن سالم الفلاني البعاوي
480,`Abd Alllah b. al-Ḥājj Muḥammad,عبد الله بن الحاج محمد
481,`Abd b. Muḥammad,عبد بن محمد
482,`Abd b. Muḥammad b. Ādam al-Funduqī,عبد بن محمد بن آدم الفندقي
483,`Abd b. Sa`īd,عبد بن سعيد
484,`Abd Rabbih b. Muḥammad al-Anṣārī,عبد ربه بن محمد الأنصاري
485,`Ābdīn b. Muḥammad `Abd al-Wadūd b. al-Mukhtār b. A`mar b. Limkhīlīl,عابدين بن محمد بن عبد الودود بن المختار بن أعمر بن لمخيليل
486,`Ābdīn Muḥammad Zayn Balaylī,عابدين محمد زين البليلي
487,`Abdū b. Muḥammadhan b. `Abdū al-Mālikī,عبدو بن محمذن بن عبدو المالكي
488,`Abdul b. al-Fāhim Aḥmad b. al-Shaykh Shīthī,عبدل بن الفاهم أحمد بن الشيخ شيثي
489,`Abqarī,عبقري
490,`Ajjāj b. Rū'ba al-Tamīmī,عجاج بن رؤبة التميمي
491,`Alaj b. Kamma,علج بن كم
492,`Alaqma al-Faḥl al-Bakrī and Ḥamīd b. Thawr al-Hilālī and A`sha b. Maymūn al-Bakrī,علقمة الفحل البكري وحميد بن ثور الهلالي وأعشي بن ميمون البكري
493,`Alawī b. `Abbās al-Mālikī,علوي بن عباس المالكي
494,`Alī,علي
495,`Alī (Ibn al-Marḥam),علي
496,`Alī Ādam Baḥr,علي آدم بحر
498,`Alī Akākim,علي اكاكم
500,`Alī al-'Ujhūrī,علي الأجهوري
501,`Alī al-Jakanī,علي الجكني
502,`Alī al-Nūrī b. Muḥammad,علي‏ ‬النوري‏ ‬بن محمد ‬ ‬
503,`Alī al-Qāḍī b. Muḥammad al-Thānī Gusaū,علي القاضي بن محمد الثاني غسو
504,`Alī al-Sa`dī,علي‏ ‬السعدي
505,`Alī al-Samhūdī al-Shāfi`ī,علي السمهودي الشافعي
506,`Alī al-Wa`īẓī,علي الوعيظي
507,`Alī b. `Abd al-Ghānī al-Khaṣurī (?),علي بن عبد الغني الخصري (?)
508,`Alī b. `Abd al-Jabār al-Shādhilī,علي بن عبد الجبار الشاذلي
509,`Alī b. `Abd al-Qādir al-Nabtītī al-Ḥanafī,علي بن عبد القادر النبتيتي الحنفي
511,`Alī b. `Abd al-Qādir al-Zakzakī,علي بن عبد القادر الزكزكي
513,`Alī b. `Abd al-Raḥmān b. Ādam,علي بن عبد الرحمان بن آدم
514,`Alī b. `Abd al-Ṣādiq b. Aḥmad al-`Ayādī,علي بن عبد الصادق بن أحمد العيادي
520,`Alī b. `Abd al-Waḥīd al-Sijilmāsī al-Anṣārī,علي بن عبد الواحد السجلماسي الأنصاري
521,`Alī b. `Abd Allāh al-Fūdī,علي بن عبد الله الفودي
522,`Alī b. `Abd Allāh al-Shādhilī,علي بن عبد الله الشاذلي
523,`Alī b. `Abd Allāh b. Abī Zar` al-Fāsī,علي بن عبد الله بن أبي زرع الفاسي
524,`Alī b. `Īsa al-Balṭī al-Naḥwī,علي بن عيسي البلطي النحوي
525,`Alī b. `Īsa b. `Ubayd Allāh al-Ṭulayṭilī,علي بن عيسي بن عبيد الله الطليطلي
526,`Alī b. `Umar b. Aḥmad b. Muḥammad b. Muḥammad Bīr al-Arawānī,عالي بن عمر بن أحمد بن محمد بن محمد بير الأرواني
528,`Alī b. `Uthmān al-Anṣārī al-Dimashqī,علي بن عثمان الأنصاري الدمشقي
529,`Alī b. `Uthmān al-Ūshī,علي بن عثمان الأوسي
530,`Alī b. `Uthmān al-Farghānī,علي بن عثمان الفرغاني
531,`Alī b. `Uthmān b. Muḥammad b. Aḥmad al-`Adharī,علي‏ ‬بن عثمان بن محمد بن احمد العذري‏ ‬
532,`Alī b. Abī `Alī al-Āmidī,علي بن أبي علي الأمدي
533,`Alī b. Abī al-Ḥasan `Alī b. `Umar b. Ibrāhīm,علي بن أبي الحسن علي بن عمر بن إبراهيم
535,`Alī b. Abī Ṭālib al-Qurashī al-Hāshimī,علي بن أبي طالب القرشي الهاشمي
536,`Alī b. Aḥmad Abī al-Ṭālib al-Ḥasanī,علي بن أحمد أبي طالب الحسني
537,`Alī b. Aḥmad al-Jazūlī al-Jayyānī,علي‏ ‬بن أحمد الجزولي‏ ‬الجياني
538,`Alī b. Aḥmad al-Qāṣādī,علي بن أحمد القاصادي
539,`Alī b. Aḥmad b. Ḥāzim al-Fārsī,علي بن أحمد بن حزم الفارسي
540,`Alī b. Aḥmad b. Ibrāhīm al-Māzarī,علي‏ ‬بن أحمد بن إبراهيم المازري
541,`Alī b. Aḥmad b. Makram al-`Adawī al-Ṣa`aydī al-Mansufīrī,علي‏ ‬بن أحمد بن مكرم العدوي‏ ‬الصعيدي‏ ‬المنسفيري‏ ‬
545,`Alī b. Aḥmad b. Muḥammad al-Rajrājī al-Jazūlī al-Rasmūkī,علي بن أحمد بن محمد الرجراجي الجزولي الرسموكي
546,`Alī b. Aḥmad b. Sa`īd b. Ḥāzim al-Andalusī,علي بن أحمد بن سعيد بن حزم الأندلسي
547,`Alī b. Akḥat,علي بن أكحت
548,`Alī b. Akḥat al-Anṣārī,علي بن أكحت الأنصاري
549,`Alī b. al-Ḥasan al-Sa`dī,علي بن الحسن السعدي
554,`Alī b. al-Ḥusayn b. `Alī b. Abī Ṭālib,علي بن الحسين بن علي بن أبي طالب
555,`Alī b. al-Mukhtār b. Ibrāhīm b. `Alī,اعلي بن المختار بن إبراهيم بن اعلي
560,`Alī b. al-Qāsim b. Muḥammad al-Tujībī al-Fāsī,علي بن القاسم بن محمد التجيبي الفاسى 
561,`Alī b. al-Ṣādiq b. Aḥmad b. al-Ṣādiq al-Ṭarāblusī,علي بن الصادق بن أحمد بن الصادق الطربلسي
